EAN,ITEM SKU,PRODUCT NAME,BRAND NAME,REQUIRED PRICE TO AMAZON
0731304268581,SMX750I,Smart-UPS - Line-Interactive - 0.75 kVA - 600 W - Sine - 151 V - 302 V,APC by Schneider Electric,884.84
0731304268598,SMX1500RMI2U,Smart-UPS - Line-Interactive - 1.5 kVA - 1200 W - Sine - 151 V - 302 V,APC by Schneider Electric,1815.73
0731304268611,SMX48RMBP2U,Smart-UPS - Sealed Lead Acid (VRLA) - 48 V - 2 pc(s) - Black - 5 year(s) - REACH - PEP - EOLI,APC by Schneider Electric,1014.9
4948382822000,QK724A,QK724A - SFP+ - REACH - 230 g,HPE,78.1
5706991012972,8800-00-99,8800-00-99 - QD - 3.5 mm - Black,Jabra,23.2
0731304332978,SMT1000IC,SMT1000IC - Line-Interactive - 1 kVA - 700 W - Sine - 151 V - 302 V,APC by Schneider Electric,741.59
0731304332992,SMT1500IC,APC SMT1500IC uninterruptible power supply (UPS) Line-Interactive 1500 VA 1000 W 8 AC outlet(s)(SMT1500IC),APC by Schneider Electric,960.13
0731304282679,APCRBC117,Battery APCRBC117 -,APC by Schneider Electric,597.04
0882658277047,GLC-EX-SMD=,Cisco GLC-EX-SMD= - Fiber optic - 1000 Mbit/s - SFP - 40000 m - 1310 nm - Cisco ME 3400 - Cisco Catalyst 3750 (GLC-EX-SMD=),Cisco,2315.34
5706991013566,920-25-508-101,Jabra PRO 920 - Headset - convertible (920-25-508-101),Jabra,183.49
6935364030407,MC110CS,10/100Mbps Single-mode Media Converter - 1000 Mbit/s - IEEE 802.3.IEEE 802.3u.IEEE 802.3x - Gigabit Ethernet - 1000 Mbit/s - UTP 3 - 4 - 5e - 5 - SC,TP-LINK,32.35
0882658459795,AIR-ANT2524DW-R=,Cisco AIR-ANT2524DW-R= network antenna Omni-directional antenna RP-TNC 4 dBi (AIR-ANT2524DW-R=),Cisco,40.41
6935364030391,MC100CM,MC100CM - 1000 Mbit/s - IEEE 802.3.IEEE 802.3u.IEEE 802.3x - Gigabit Ethernet - 1000 Mbit/s - SC - Wired,TP-LINK,30.93
6935364030414,MC111CS,MC111CS - 1000 Mbit/s - IEEE 802.3.IEEE 802.3u.IEEE 802.3x - Gigabit Ethernet - 1000 Mbit/s - UTP 3 - 4 - 5e - 5 - SC,TP-LINK,30.97
6935364030421,MC112CS,10/100Mbps WDM - 1000 Mbit/s - IEEE 802.3.IEEE 802.3u.IEEE 802.3x - Gigabit Ethernet - 1000 Mbit/s - SC - Wired,TP-LINK,28.58
0731304288145,AP8760,Power Cords - 3 m - C19 coupler - C20 coupler - 230 V - 16 A,APC by Schneider Electric,82.36
6935364030476,MC220L,TP-LINK MC220L network media converter 1000 Mbit/s Multi-mode. Single-mode Black (MC220L),TP-LINK,20.6
6935364040413,TL-R470T+,Router TL-R470T+ V3.0 retail - Router - Amount of ports:,TP-LINK,44.82
4712364142468,CP900EPFCLCD,CyberPower CP900EPFCLCD - 0.9 kVA - 540 W - 50/60 Hz - 4 ms - Fax - Modem - Over power - Over voltage - Overload - Short circuit,CyberPower,230.15
6935364030445,MC210CS,MC210CS - 1000 Mbit/s - IEEE 802.1ab.IEEE 802.3x.IEEE 802.3z - Gigabit Ethernet - 1000 Mbit/s - SC - Wired,TP-LINK,34.8
6935364030438,MC200CM,MC200CM - 1000 Mbit/s - IEEE 802.3ab.IEEE 802.3x.IEEE 802.3z - Gigabit Ethernet - 1000 Mbit/s - SC - Wired,TP-LINK,36.59
6935364040437,TL-R480T+,TL-R480T+ - Ethernet WAN - Black,TP-LINK,70.49
4948382611710,507127-B21,"507127-B21 - 2.5"" - 300 GB - 10000 RPM",HPE,179.6
4948382822086,QK732A,Premier Flex LC/LC OM4 2 Multi-mode 1m - 1 m - OFC - LC - LC,HPE,101.44
0672042092598,SNK-P0048PS,SNK-P0048PS - Radiator - Stainless steel,Supermicro,41.07
4016138960839,LS2208-SR20007R-UR,LS2208 Bar Code Scanner - 7 ft Black - 1D - Laser - UPC/EAN UPC/EAN with Supplementals UCC/EAN 128 Code 39 Code 39 Full ASCII Code 39 TriOptic Code... - 100 sec,Zebra,82.94
0731304340317,SMT750IC,APC SMT750IC uninterruptible power supply (UPS) Line-Interactive 750 VA 500 W 6 AC outlet(s) (SMT750IC),APC by Schneider Electric,537.26
3553340620621,EL650DIN,Ellipse ECO 650 DIN - Standby (Offline) - 0.65 kVA - 400 W - 161 V - 284 V - 50/60 Hz,Eaton,110.16
3553340620010,ELWALL,ELWALL - UPS Accessory Battery. UPS Battery,Eaton,18.97
0882658340895,GLC-SX-MMD=,Cisco GLC-SX-MMD= network transceiver module Fiber optic 1000 Mbit/s SFP 850 nm (GLC-SX-MMD=),Cisco,225.78
0731304286912,BR900G-GR,Back-UPS Pro - Line-Interactive - 0.9 kVA - 540 W - 156 V - 300 V - 50/60 Hz,APC by Schneider Electric,327.32
0731304281689,APCRBC115,Replacement Battery Cartridge 115 - UPS Accessory,APC by Schneider Electric,444.18
0882658262791,MGBLX1,Cisco 1000BASE-LX SFP Transceiver network media converter 1000 Mbit/s 1310 nm (MGBLX1),Cisco,195.21
4260039342748,MGBLH1,Transceiver MGBLH1 -,Cisco,232.75
0886111482351,LQ037AA,"1TB SATA 6Gb/s 7200 Hard Drive - 3.5"" - 1000 GB - 7200 RPM",HP,49.7
5711045250897,GK42-202520-000,GK420d - Direct thermal - 203 x 203 DPI - 127 mm/sec - Wired - Grey,Zebra,337.09
5711045575501,GX43-102420-000,GX430t - Thermal transfer - 300 x 300 DPI - 102 mm/sec - Wired - Grey,Zebra,659.48
5060223138091,GK42-202220-000,GK420d - Direct thermal - 203 x 203 DPI - 127 mm/sec - Wired - Grey,Zebra,469.28
4712364142666,CP1500EPFCLCD,CyberPower CP1500EPFCLCD - Line-Interactive - 1.5 kVA - 900 W - Pure sine - 170 V - 270 V,CyberPower,405.92
0766623342032,342032,Network Patch Cable - Cat6 - 0.5m - Black - CCA - U/UTP - PVC - RJ45 - Gold Plated Contacts - Snagless - Booted - Polybag - 0.5 m - Cat6 - U/UTP (UTP) - RJ-45 -,Intellinet,0.89
0766623343794,343794,Network Patch Cable - Cat6 - 10m - Black - CCA - U/UTP - PVC - RJ45 - Gold Plated Contacts - Snagless - Booted - Polybag - 10 m - Cat6 - U/UTP (UTP) - RJ-45 - R,Intellinet,5.03
7666233404270,340427,Network Patch Cable - Cat6 - 0.5m - Grey - CCA - U/UTP - PVC - RJ45 - Gold Plated Contacts - Snagless - Booted - Polybag - 0.5 m - Cat6 - U/UTP (UTP) - RJ-45 - ,Intellinet,2.24
0731304268789,BR24BPG,BR24BPG - Sealed Lead Acid (VRLA) - 12 V - 4 h - Black - RoHS - TUV - 0 - 40 Â°C,APC by Schneider Electric,343.73
4948382718136,Q2011A,Q2011A - 284.5 x 5.1 x 226.1 mm - 110 g - 100 pc(s),HPE,66.74
4948382718051,C7975A,C7975A - LTO - 1500 GB - 3000 GB - 1000000 pass(es) - 30 year(s) - 384.6 kbit/inch,HPE,32.15
0731304244400,APCRBC106,APCRBC106 - Sealed Lead Acid (VRLA) - 1 pc(s) - Black - 5 year(s) - 2.5 kg - 102 mm,APC by Schneider Electric,68.06
0885631830109,Q2044A,Q2044A 1 TB RDX Cartridge - Other Media - 1.000 GB,HPE,216.64
4016138605440,GK42-102520-000,GK420t - Direct thermal / Thermal transfer - 203 x 203 DPI - 127 mm/sec - Wired - Grey,Zebra,338.37
0882658167119,SFP-10G-LRM=,Cisco SFP-10G-LRM= - Wired - 300 m - 1310 nm - 1 W - 13.4 mm - 56.5 mm (SFP-10G-LRM=),Cisco,424.58
0672042051229,CBL-0044L,SATA Cable (2Ft.) - 0.6 m - Red,Supermicro,6.57
0672042068135,RSC-RR1U-E16,RSC-RR1U-E16 - PCIe - RoHS - Wired - 1U,Supermicro,29.11
0882658167003,SFP-10G-SR=,Cisco SFP-10G-SR= network media converter 850 nm (SFP-10G-SR=),Cisco,358.68
5052180959864,GK42-102220-000,GK420t rev2 USB Ethernet - Label Printer - Label Printer,Zebra,453.05
5033588035534,84692-02,CS520/A - Headset - Head-band - Office/Call center - Black - Binaural - Wireless,Poly,210.61
4044155076097,504196,EPOS PC 7 USB - Headset - Head-band - Office/Call center - Black - Monaural - 2 m (504196),EPOS,29.38
4044155076080,504195,EPOS | Sennheiser PC 3 CHAT (504195),Sennheiser,21.3
4044155076073,504194,PC2 Chat - Headset - Head-band - Office/Call center - Black - Monaural - 2 m,EPOS,17.54
4948382488763,C7974A,C7974A - LTO - 800 GB - 1600 GB - Green - 16 - 32 Â°C - 1.27 cm,HPE,31.24
4948382508645,Q2009A,Q2009A - 18 - 28 Â°C - 284.5 x 5.1 x 226.1 mm - 110 g - 100 pc(s) - 30 year(s),HPE,90.89
0886111705818,CF084A,Color LaserJet Paper and Heavy Media Tray - Paper Tray 500 sheet,HP,333.7
0882658495458,IE-2000-8TC-G-L,IE-2000-8TC-G-L - Managed - Fast Ethernet (10/100) - Full duplex,Cisco,2076.85
0884962554579,CE401A,507A Cyan Original LaserJet Toner Cartridge - 6000 pages - Cyan - 1 pc(s),HP,272.6
4948382822093,QK733A,Premier Flex LC/LC OM4 2 Multi-mode 2m - 2 m - OFC - LC - LC,HPE,71.27
0766623342056,342056,Network Patch Cable - Cat6 - 1.5m - Black - CCA - U/UTP - PVC - RJ45 - Gold Plated Contacts - Snagless - Booted - Polybag - 1.5 m - Cat6 - U/UTP (UTP) - RJ-45 -,Intellinet,2.53
0766623711432,711432,"19"" 1.5U Rackmount 6-Way Power Strip - German Type"" - With Double Air Switch - No Surge Protection - 1.6m Power Cord (Euro 2-pin plug) - 1.5U - Vertical - Alumi",Intellinet,31.42
5711045569371,653955-001,"300GB hot-plug dual-port SAS - 2.5"" - 300 GB - 10000 RPM",HPE,188.79
5706991017243,14101-38,Biz 2300 - Foam - 10 pc(s) - China - 15 pc(s) - 17.8 cm - 68 cm,Jabra,16.51
5706991017236,14101-37,14101-37 - Leather - 10 pc(s) - China - 15 pc(s) - 17.8 cm - 68 cm,Jabra,22.61
0887111323934,CF302A,Color LaserJet 827A - Toner Cartridge Original - Yellow - 32.000 pages,HP,584.39
0810354020995,AMO-5G13,Networks AMO-5G13 - 13 dBi - 5 GHz - 7Â° - 2Â° - Sector antenna - Dual polarization,Ubiquiti,199.48
2610000002416,S-31DLC20D,MikroTik S-31DLC20D (S-31DLC20D),MikroTik,25.96
4250605596750,S-85DLC05D,Mikrotik S-85DLC05D Network Transceiver Module 1250 Mbit/s SFP 850 nm (S-85DLC05D),MikroTik,19.0
0672042108152,CSE-732D4-903B,732D4-903B Mid-Tower 900W Black Workstation Case with 900W 80PLUS Gold Power Supply - Midi Tower - Server - Black - ATX - EATX - micro ATX - Metal - HDD - Netwo,Supermicro,461.73
4711174721740,RKM114,RKM114 - Stainless steel - 1U - RS814(RP)+ - RS814 - RS812(RP)+ - RS812 - RS810(RP)+ - RS411 - RS409(RP)+ - RS409 - RX410 - RX4,Synology,43.65
0882658340901,GLC-LH-SMD=,Cisco GLC-LH-SMD network transceiver module 1000 Mbit/s SFP 1300 nm (GLC-LH-SMD=),Cisco,468.6
0887770572865,0A36262,TP X240 - Power Supply 65 W Notebook Module - AT,Lenovo,28.17
4053026551786,S26361-F4610-L502,2x1Gbit Cu Intel I350-T2 - Internal - Wired - PCI Express - Ethernet - 1000 Mbit/s,Fujitsu,314.84
5397063819522,407-10942,Dell SFP+ 10GbE SR - 10000 Mbit/s - SFP+ - SR - 300 m - 850 nm - 1 pc(s) (407-10942),Dell,186.53
6935364021160,TL-SG1008P,TL-SG1008P - Gigabit Ethernet (10/100/1000) - Full duplex - Power over Ethernet (PoE),TP-LINK,59.1
743172045171,5SC1500I,5SC1500i - 1.5 kVA - 1050 W - Sine - 184 V - 276 V - 50 Hz,Eaton,784.31
0882658621871,CP-7841-K9=,Cisco 7841 IP phone Black. Silver 4 lines LCD (CP-7841-K9=),Cisco,268.38
0731304291282,APCRBC133,APCRBC133 - Sealed Lead Acid (VRLA) - 1 pc(s) - Black - 432 VAh - 5 year(s) - REACH No SVHCs,APC by Schneider Electric,415.83
0672042106226,AOC-SGP-I4,AOC-SGP-I4 - Internal - Wired - PCI Express - Ethernet - 1000 Mbit/s - Silver,Supermicro,316.18
4948382905505,BD505A,HPE iLO Advanced 1 Server License with 3yr 24x7 Tech Support and Updates - 1 licence(s) (BD505A),HPE,249.71
4053162291492,JD096C,HPE X240 Direct Attach Cable - SFP+ 1.2m (JD096C),HPE,139.0
5099206038776,960-000867,Logitech BCC950 ConferenceCam Webcam 1920 x 1080 pixels USB 2.0 Black (960-000867),Logitech,224.15
0731304291275,APCRBC132,C Replacement Battery Cartr - Battery - Micro (AAA),APC by Schneider Electric,391.38
5706991014389,14209-01,14209-01 - Indoor - Black - Silver,Jabra,7.1
5054484428459,ZT23042-T0E200FZ,ZT230 - Thermal transfer - 203 x 203 DPI - 152 mm/sec - Wired - Black - White,Zebra,1017.05
5099206027534,920-003080,K360 - Mini - Wireless - RF Wireless - QWERTY - Black,Logitech,51.83
0810354023033,POE-24-24W,Networks POE-24-24W - Fast Ethernet - 10.100 Mbit/s - 24 V - 90 - 260 V - 47 - 63 Hz - 0 - 40 Â°C,Ubiquiti,14.77
0882658615344,AIR-ACC1530-PMK2=,Cisco Wall/Pole mount bracket with tilt mechanism for the AP 1532 (AIR-ACC1530-PMK2=),Cisco,264.94
0731304292548,APCRBC143,APCRBC143 - Sealed Lead Acid (VRLA) - 1 pc(s) - 600 VAh - 5 year(s) - 22.3 kg - 279 mm,APC by Schneider Electric,651.6
4711213686764,MGB-LX,MGB-LX - Fiber optic - 1000 Mbit/s - SFP - LC - LX - 10000 m,PLANET,20.16
4948382819796,652503-B21,652503-B21 - Internal - Wired - PCI Express - Ethernet - 10000 Mbit/s,HPE,626.79
0888182876053,766207-B21,DL360 Gen9 SFF Embedded SATA - SATA I,HPE,57.55
4514953597143,719073-B21,DL380 Gen9 Secondary 3 Slot GPU Ready Riser Kit - HP DL380 Gen9,HPE,126.81
0731304247562,BE400-CP,Back-UPS 400 - Standby (Offline) - 400 VA - 240 W - Sine - 180 V - 266 V,APC by Schneider Electric,129.5
4514953601024,720479-B21,720479-B21 - 800 W - 100 - 240 V - 50 - 60 Hz - 94% - Server - 80 PLUS Platinum,HPE,487.2
4711213686887,GT-805A,LWL Patchkabel 8Â° APC auf 8Â° Sin,PLANET,63.56
4752224004499,RBSXTG-5HPACD-SA,SXT SA5 ac - 10.100.1000 Mbit/s - 80 MHz - 256-QAM - USB Type-A - 12 - 57 V - 12 W,MikroTik,140.99
2610000002331,RBPOE,RBPOE - 28 V - 1 pc(s),MikroTik,3.54
0731304315957,BX1400UI,Back-UPS - Line-Interactive - 1.4 kVA - 700 W - Sine - 150 V - 280 V,APC by Schneider Electric,240.25
0888182125557,AF629A,AF629A - VGA - Black - Blue - VGA - VGA - USB - RJ-45 - Male,HPE,123.61
0731304310068,APCRBC140,APC APCRBC140 UPS battery Sealed Lead Acid (VRLA) (APCRBC140),APC by Schneider Electric,845.41
0731304260042,APCRBC113,Replacement Battery Cartridge 113,APC by Schneider Electric,70.99
0882658753299,WS-C3560CX-8PC-S,Cisco WS-C3560CX-8PC-S - Managed - Gigabit Ethernet (10/100/1000) - Full duplex - Power over Ethernet (PoE) - Rack mounting - Wall mountable (WS-C3560CX-8PC-S),Cisco,2071.2
883436517225,46W0796,Lenovo TruDDR4 - 16 GB - 1 x 16 GB - DDR4 - 2133 MHz - 288-pin DIMM (46W0796),Lenovo,154.78
0810354022258,ES-24-500W,Networks ES-24-500W - Managed - L2/L3 - Gigabit Ethernet (10/100/1000) - Power over Ethernet (PoE) - Rack mounting - 1U,Ubiquiti,742.6
0810354022289,ES-48-750W,Networks ES-48-750W - Managed - L2/L3 - Gigabit Ethernet (10/100/1000) - Power over Ethernet (PoE) - Rack mounting - 1U,Ubiquiti,1361.2
0810354022708,R5AC-LITE,Networks Rocket 5ac Lite - 450 Mbit/s - 450 Mbit/s - 10.100.1000 Mbit/s - 5.15 - 5.875 GHz - 256-QAM - 24 V,Ubiquiti,165.25
0731304291978,APCRBC142,APCRBC142 - Sealed Lead Acid (VRLA) - 1 pc(s) - Black - 216 VAh - 5 year(s) - 6.01 kg,APC by Schneider Electric,170.16
0810354023118,POE-50-60W,Networks POE-50-60W - Gigabit Ethernet - 10.100.1000 Mbit/s - IEC 60950-1:2005+A1 - UL60950-1 - EN55022:2010 - EN55024:2010 - 50 V - 90 - 260 V - 47/63 Hz,Ubiquiti,35.91
0675901255875,XL710QDA2BLK,XL710QDA2BLK - Internal - Wired - PCI Express - Fiber - 40000 Mbit/s,Intel,715.84
0817882022828,AF-5XHD,Ubiquiti Networks AirFiber AF-5XHD 1000 Mbit/s White Power over Ethernet (PoE) (AF-5XHD),Ubiquiti,514.58
5099206053304,981-000575,USB Headset H570e - Headset - Head-band - Office/Call center - Black - Binaural - 79 dB,Logitech,50.61
0672042158003,CSE-826BE1C-R920LPB,"SuperChassis 826BE1C-R920LPB - Rack - Server - Black - EATX - 920 W - 3.5""",Supermicro,1908.32
6935364010546,TL-SG2008,JetStream 8-Port Gigabit Smart Switch - Managed - Gigabit Ethernet (10/100/1000),TP-LINK,91.04
0882658782466,SFP-10G-SR-S=,SFP-10G-SR-S= - Fiber optic - 10000 Mbit/s - SFP+ - LC - PC - SR - 850 nm,Cisco,508.79
5711045787942,LI2208-SR7U2100SGW,Symbol LI2208 - Barcode scanner - RS-232,Zebra,79.55
0882658794292,WS-C2960CX-8PC-L,Cisco 2960-CX Managed L2/L3 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) White (Cisco WS-C2960CX-8PC-L),Cisco,1703.12
0888182604311,J9993A,8-port 1G/10GbE SFP+ MACsec v3 zl2 Module - 10 Gigabit - 1000.10000 Mbit/s - IEEE 802.3.IEEE 802.3ab.IEEE 802.3ae.IEEE 802.3u - SFP+ - HP 5400R zl2,HPE,6779.72
0882658722738,SG110-16-EU,Small Business SG110-16 - Unmanaged - L2 - Gigabit Ethernet (10/100/1000) - Full duplex - Rack mounting - 1U,Cisco,175.47
0882658720734,SF110D-16-EU,SF110D-16 - Unmanaged - L2 - Fast Ethernet (10/100) - Full duplex,Cisco,71.68
0882658719622,SF110D-08HP-EU,Small Business SF110D-08HP - Unmanaged - L2 - Fast Ethernet (10/100) - Full duplex - Power over Ethernet (PoE),Cisco,139.83
0882658722608,SG110D-05-EU,Small Business SG110D-05 - Unmanaged - L2 - Gigabit Ethernet (10/100/1000) - Full duplex,Cisco,54.6
0882658723063,SF110-24-EU,Small Business SF110-24 - Unmanaged - L2 - Fast Ethernet (10/100) - Full duplex,Cisco,86.86
0882658720826,SF110D-08-EU,Small Business SF110D-08 - Unmanaged - L2 - Fast Ethernet (10/100) - Full duplex,Cisco,39.14
4712364147661,OLS1000ERT2U,CyberPower OLS1000ERT2U - Double-conversion (Online) - 1000 VA - 800 W - Sine - 40/70 Hz - 208 V,CyberPower,644.2
0810354022197,ER-X,Ubiquiti Networks ER-X wired router Black (ER-X),Ubiquiti,79.59
0810354022203,ER-X-SFP,Networks ER-X-SFP - Ethernet WAN - Black,Ubiquiti,107.64
0810354023293,AF-5G23-S45,Networks AF-5G23-S45 - 23 dBi - 5 GHz - AF-5X - White - 378 mm - 378 mm,Ubiquiti,126.49
0882658753305,WS-C2960CX-8TC-L,Cisco Catalyst 2960CX-8TC-L - Managed - L2 - Gigabit Ethernet (10/100/1000) - Full duplex (WS-C2960CX-8TC-L),Cisco,852.0
4712856270372,OLS2000ERT2U,CyberPower OLS2000ERT2U - Double-conversion (Online) - 2000 VA - 1600 W - Sine - 40/70 Hz - 208 V,CyberPower,991.05
0810354023545,POE-24-30W,Networks POE-24-30W - Gigabit Ethernet - 10.100.1000 Mbit/s - Black - 24 V - 30 W - 100 - 240 V,Ubiquiti,19.45
0817882022583,POE-24-30W-G-WH,Networks POE-24-30W-G-WH - Gigabit Ethernet - 10.100.1000 Mbit/s - White - CE - FCC - IC - UL - 24 V - 30 W,Ubiquiti,20.04
8806086881494,LS24E65KBWV/EN,"S24E650BW - 61 cm (24"") - 1920 x 1200 pixels - LED - LED - 4 ms - Black",Samsung,44.72
4711213686207,GT-802,GT-802 - 1000 Mbit/s - 1000Base-T - 1000Base-SX - IEEE 802.3.IEEE 802.3ab.IEEE 802.3u.IEEE 802.3z - Gigabit Ethernet - 10.100.1000 Mbit/s,PLANET,74.04
0810354022623,PBE-M5-400,Ubiquiti Networks PBE-M5-400 bridge/repeater 1000 Mbit/s White (PBE-M5-400),Ubiquiti,106.34
0810354023811,PBE-M5-400-ISO,UbiQuiti PowerBeam M5 ISO Wireless bridge GigE AirMax Wi-Fi AirMax (PBE-M5-400-ISO),Ubiquiti,149.88
4711213688782,IGS-10020MT,PLANET IGS-10020MT - Managed - L2 - Gigabit Ethernet (10/100/1000) - Full duplex - Wall mountable (IGS-10020MT),PLANET,357.85
4711213687532,GTP-805A,GTP-805A - 1000 Mbit/s - 1000Base-T - 1000Base-X - IEEE 802.3.IEEE 802.3ab.IEEE 802.3af.IEEE 802.3at.IEEE 802.3u.IEEE 802.3x.IEEE 802.3z - Gigabit Ethernet - 10,PLANET,93.96
0810354023088,POE-48-24W-G,Networks POE-48-24W-G - IEC 60950-1:2005+A1 UL60950?1 EN55022:2010 - EN55024:2010 FCC Class B - 48 V - 90 - 260 V - 47 - 63 Hz - 0 - 40 Â°C - 35 - 95%,Ubiquiti,17.03
0888793237946,CF400A,201A Black Original LaserJet Toner Cartridge - 1420 pages - Black - 1 pc(s),HP,77.65
5706991016970,4999-823-109,Jabra Evolve 20 MS Stereo Headset Head-band USB Type-A Black (4999-823-109),Jabra,47.24
5706991017441,230-09,230-09 - Cable - Black,Jabra,39.08
5706991016987,4999-829-209,Evolve 20 UC Stereo - Headset - Head-band - Office/Call center - Black - Binaural - Volume + - Volume -,Jabra,46.65
5706991017168,6593-823-309,Jabra Evolve 65 MS mono - Headset (6593-823-309),Jabra,157.8
5706991017144,6599-823-309,Jabra Evolve 65 MS stereo - Headset (6599-823-309),Jabra,191.37
5706991017151,6599-829-409,Jabra Evolve 65 UC Stereo Headset Head-band Bluetooth Black (6599-829-409),Jabra,182.78
5706991017021,6399-829-209,Evolve 40 UC Stereo - Headset - Head-band - Office/Call center - Black - Binaural - China,Jabra,96.05
0810354022241,ES-24-250W,Ubiquiti Networks ES-24-250W network switch Managed L2/L3 Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) 1U Black (ES-24-250W),Ubiquiti,543.66
6935364070922,CPE510,CPE510 - 300 Mbit/s - 10.100 Mbit/s - 300 Mbit/s - 5.15 - 5.85 GHz - 5 GHz - IEEE 802.11a.IEEE 802.11n,TP-LINK,61.95
743172065865,EILB15,EILB15 - Metered - 0U - Three-phase - Rackmount - Vertical - Black,Eaton,527.84
4752224006509,RBGPOE,RBGPOE - Gigabit Ethernet - 10.100.1000 Mbit/s - 48 V - 2 A - 1 pc(s),MikroTik,6.35
0731304301776,SRT192RMBP,SRT192RMBP - Black - 91 kg - 432 mm - 130 mm - 682 mm - 600 mm,APC by Schneider Electric,2405.62
5706991018448,7810-109,Jabra SPEAK 810 MS - VoIP desktop speakerphone (7810-109),Jabra,541.57
